Date,DayOfWeek,Interval,Queue,Team,Forecast_Calls,Actual_Calls,Scheduled_Agents,Available_Agents,AHT,ACW,Occupancy,Adherence,SLA,ASA,Abandon_Rate,CSAT
2026-01-29,Thursday,10:30,Complaints,Delta,24,26,9,7,355,41,99,93.6,58,54,14.7,3.7
2026-01-29,Thursday,10:45,General Support,Alpha,29,29,10,8,302,46,99,91.8,51,63,17.7,3.5
2026-01-29,Thursday,10:45,Technical Support,Bravo,21,25,9,8,326,47,89.3,93.6,63,46,12.0,3.88
2026-01-29,Thursday,10:45,Billing,Alpha,30,31,10,10,356,35,88.6,89.8,69,38,9.3,4.06
2026-01-29,Thursday,10:45,Sales,Bravo,32,32,11,10,301,42,91.4,96.6,60,51,13.7,3.77
2026-01-29,Thursday,10:45,VIP,Delta,27,26,9,8,318,39,92.9,90.5,65,44,11.3,3.92
2026-01-29,Thursday,10:45,Complaints,Alpha,25,24,8,8,343,47,85.7,94.8,64,45,11.7,3.9
2026-01-29,Thursday,11:00,General Support,Bravo,28,28,10,8,333,37,99,87.7,55,58,16.0,3.61
2026-01-29,Thursday,11:00,Technical Support,Charlie,34,32,11,9,306,51,99,96.8,55,58,16.0,3.61
2026-01-29,Thursday,11:00,Billing,Charlie,25,29,10,10,352,32,82.9,93.4,71,35,8.3,4.12
2026-01-29,Thursday,11:00,Sales,Alpha,29,31,10,9,293,41,98.4,94.2,58,53,14.3,3.72
2026-01-29,Thursday,11:00,VIP,Alpha,21,26,9,9,381,47,82.5,93.3,72,34,8.0,4.14
2026-01-29,Thursday,11:00,Complaints,Bravo,25,26,9,8,366,48,92.9,89.5,64,45,11.7,3.9
2026-01-29,Thursday,11:15,General Support,Charlie,19,22,8,8,333,42,78.6,95.6,74,31,7.0,4.21
2026-01-29,Thursday,11:15,Technical Support,Bravo,25,24,8,6,384,44,99,95.8,55,58,16.0,3.61
2026-01-29,Thursday,11:15,Billing,Delta,29,31,10,10,382,55,88.6,92.2,61,49,13.0,3.81
2026-01-29,Thursday,11:15,Sales,Charlie,24,25,9,8,314,46,89.3,93.2,61,50,13.3,3.79
2026-01-29,Thursday,11:15,VIP,Delta,31,32,11,10,338,34,91.4,95.3,62,48,12.7,3.83
2026-01-29,Thursday,11:15,Complaints,Charlie,26,27,9,7,328,35,99,93.1,54,59,16.3,3.59
2026-01-29,Thursday,11:30,General Support,Delta,31,30,10,8,314,56,99,88.9,56,56,15.3,3.66
2026-01-29,Thursday,11:30,Technical Support,Bravo,26,29,10,9,273,49,92.1,91.9,64,45,11.7,3.9
2026-01-29,Thursday,11:30,Billing,Charlie,25,28,10,8,348,44,99,92.5,56,57,15.7,3.63
2026-01-29,Thursday,11:30,Sales,Alpha,26,25,9,9,374,51,79.4,87.7,78,25,5.0,4.34
2026-01-29,Thursday,11:30,VIP,Charlie,23,26,9,8,340,54,92.9,97.5,58,53,14.3,3.72
2026-01-29,Thursday,11:30,Complaints,Bravo,27,31,10,10,343,42,88.6,96.3,67,41,10.3,3.99
2026-01-29,Thursday,11:45,General Support,Charlie,24,25,9,7,301,40,99,94.7,54,60,16.7,3.57
2026-01-29,Thursday,11:45,Technical Support,Charlie,29,24,8,6,367,46,99,90.4,49,67,19.0,3.41
2026-01-29,Thursday,11:45,Billing,Delta,26,26,9,7,349,48,99,95.0,53,61,17.0,3.54
2026-01-29,Thursday,11:45,Sales,Alpha,30,31,10,10,356,53,88.6,92.9,68,39,9.7,4.03
2026-01-29,Thursday,11:45,VIP,Alpha,30,27,9,7,342,44,99,99.8,50,65,18.3,3.46
2026-01-29,Thursday,11:45,Complaints,Alpha,27,26,9,7,339,38,99,95.1,56,57,15.7,3.63
2026-01-29,Thursday,12:00,General Support,Delta,21,20,7,5,353,58,99,93.3,58,53,14.3,3.72
2026-01-29,Thursday,12:00,Technical Support,Alpha,23,24,8,6,372,65,99,85.4,54,60,16.7,3.57
2026-01-29,Thursday,12:00,Billing,Delta,21,23,8,7,350,38,93.9,86.6,56,56,15.3,3.66
2026-01-29,Thursday,12:00,Sales,Delta,17,21,8,6,296,45,99,90.9,52,62,17.3,3.52
2026-01-29,Thursday,12:00,VIP,Alpha,24,24,8,8,388,49,85.7,89.6,70,36,8.7,4.1
2026-01-29,Thursday,12:00,Complaints,Bravo,20,20,7,6,341,43,95.2,84.9,59,52,14.0,3.74
2026-01-29,Thursday,12:15,General Support,Delta,21,21,8,8,318,44,75.0,90.3,76,28,6.0,4.28
2026-01-29,Thursday,12:15,Technical Support,Charlie,21,23,8,8,364,39,82.1,87.1,75,30,6.7,4.23
2026-01-29,Thursday,12:15,Billing,Alpha,21,21,8,8,365,50,75.0,86.8,78,25,5.0,4.34
2026-01-29,Thursday,12:15,Sales,Charlie,25,25,9,8,362,39,89.3,84.8,69,38,9.3,4.06
2026-01-29,Thursday,12:15,VIP,Alpha,14,12,5,3,373,49,99,90.1,54,60,16.7,3.57
2026-01-29,Thursday,12:15,Complaints,Bravo,18,17,6,5,375,42,97.1,89.2,56,56,15.3,3.66
2026-01-29,Thursday,12:30,General Support,Bravo,23,23,8,7,331,30,93.9,80.2,54,59,16.3,3.59
2026-01-29,Thursday,12:30,Technical Support,Charlie,24,25,9,9,288,51,79.4,88.0,72,34,8.0,4.14
2026-01-29,Thursday,12:30,Billing,Alpha,24,22,8,8,336,46,78.6,92.8,78,25,5.0,4.34
2026-01-29,Thursday,12:30,Sales,Charlie,25,25,9,9,325,50,79.4,91.9,75,30,6.7,4.23
2026-01-29,Thursday,12:30,VIP,Bravo,23,25,9,7,376,44,99,88.0,50,65,18.3,3.46
2026-01-29,Thursday,12:30,Complaints,Delta,19,21,8,8,357,54,75.0,87.9,76,28,6.0,4.28
2026-01-29,Thursday,12:45,General Support,Charlie,14,17,6,4,332,51,99,87.4,56,57,15.7,3.63
2026-01-29,Thursday,12:45,Technical Support,Delta,21,19,7,5,345,40,99,83.8,51,64,18.0,3.48
2026-01-29,Thursday,12:45,Billing,Delta,16,18,7,7,368,30,73.5,86.7,82,20,3.3,4.46
2026-01-29,Thursday,12:45,Sales,Alpha,21,22,8,6,365,57,99,91.6,55,58,16.0,3.61
2026-01-29,Thursday,12:45,VIP,Bravo,25,25,9,8,325,51,89.3,83.3,62,48,12.7,3.83
2026-01-29,Thursday,12:45,Complaints,Charlie,18,18,7,6,361,46,85.7,87.4,71,35,8.3,4.12
2026-01-29,Thursday,13:00,General Support,Charlie,9,9,4,4,362,38,64.3,90.9,91,6,0,4.77
2026-01-29,Thursday,13:00,Technical Support,Alpha,3,3,3,2,382,41,42.9,91.5,94,2,0,4.86
2026-01-29,Thursday,13:00,Billing,Bravo,8,11,5,4,364,58,78.6,95.4,72,33,7.7,4.17
2026-01-29,Thursday,13:00,Sales,Delta,7,9,4,3,302,54,85.7,95.0,70,36,8.7,4.1
2026-01-29,Thursday,13:00,VIP,Alpha,8,9,4,2,344,37,99,94.3,59,52,14.0,3.74
2026-01-29,Thursday,13:00,Complaints,Delta,5,4,3,3,326,57,38.1,91.3,94,2,0,4.86
2026-01-29,Thursday,13:15,General Support,Delta,8,7,4,4,314,41,50.0,90.4,94,2,0,4.86
2026-01-29,Thursday,13:15,Technical Support,Bravo,4,4,3,3,309,38,38.1,90.5,94,2,0,4.86
2026-01-29,Thursday,13:15,Billing,Delta,5,7,4,2,320,50,99,93.7,60,51,13.7,3.77
2026-01-29,Thursday,13:15,Sales,Bravo,12,12,5,3,336,60,99,91.7,59,52,14.0,3.74
2026-01-29,Thursday,13:15,VIP,Charlie,0,3,3,3,332,44,28.6,88.0,94,2,0,4.86
2026-01-29,Thursday,13:15,Complaints,Alpha,7,7,4,3,360,46,66.7,93.9,85,15,1.7,4.57
2026-01-29,Thursday,13:30,General Support,Bravo,0,3,3,2,356,47,42.9,92.3,94,2,0,4.86
2026-01-29,Thursday,13:30,Technical Support,Bravo,4,5,3,2,311,40,71.4,98.6,88,11,0.3,4.66
2026-01-29,Thursday,13:30,Billing,Bravo,4,7,4,2,316,39,99,92.2,54,59,16.3,3.59
2026-01-29,Thursday,13:30,Sales,Delta,6,8,4,3,332,51,76.2,97.9,78,25,5.0,4.34
2026-01-29,Thursday,13:30,VIP,Charlie,5,6,3,2,336,47,85.7,91.6,67,41,10.3,3.99
2026-01-29,Thursday,13:30,Complaints,Alpha,8,6,3,3,345,59,57.1,92.0,94,2,0,4.86
2026-01-29,Thursday,13:45,General Support,Alpha,7,4,3,2,353,47,57.1,92.3,94,2,0,4.86
2026-01-29,Thursday,13:45,Technical Support,Charlie,6,8,4,2,347,43,99,90.6,59,52,14.0,3.74
2026-01-29,Thursday,13:45,Billing,Alpha,5,6,3,2,289,51,85.7,93.6,68,39,9.7,4.03
2026-01-29,Thursday,13:45,Sales,Delta,8,7,4,4,338,39,50.0,89.0,94,2,0,4.86
2026-01-29,Thursday,13:45,VIP,Delta,6,6,3,3,350,34,57.1,87.8,94,2,0,4.86
2026-01-29,Thursday,13:45,Complaints,Bravo,7,8,4,2,353,43,99,95.7,57,55,15.0,3.68
2026-01-29,Thursday,14:00,General Support,Bravo,20,22,8,7,327,53,89.8,90.0,62,48,12.7,3.83
2026-01-29,Thursday,14:00,Technical Support,Charlie,22,24,8,7,352,42,98.0,100,49,66,18.7,3.43
2026-01-29,Thursday,14:00,Billing,Charlie,18,21,8,6,370,40,99,90.9,51,63,17.7,3.5
2026-01-29,Thursday,14:00,Sales,Charlie,24,23,8,6,314,27,99,93.5,54,59,16.3,3.59
2026-01-29,Thursday,14:00,VIP,Alpha,16,17,6,6,349,50,81.0,95.2,72,33,7.7,4.17
2026-01-29,Thursday,14:00,Complaints,Delta,20,22,8,6,314,50,99,94.8,56,56,15.3,3.66
2026-01-29,Thursday,14:15,General Support,Charlie,16,18,7,6,350,36,85.7,92.0,67,41,10.3,3.99
2026-01-29,Thursday,14:15,Technical Support,Bravo,21,21,8,7,359,45,85.7,91.2,71,35,8.3,4.12
2026-01-29,Thursday,14:15,Billing,Bravo,23,20,7,7,346,45,81.6,91.6,78,25,5.0,4.34
2026-01-29,Thursday,14:15,Sales,Charlie,26,24,8,8,315,41,85.7,91.3,67,41,10.3,3.99
2026-01-29,Thursday,14:15,VIP,Alpha,15,19,7,6,358,45,90.5,93.9,59,52,14.0,3.74
2026-01-29,Thursday,14:15,Complaints,Delta,23,24,8,7,361,37,98.0,88.4,57,55,15.0,3.68
2026-01-29,Thursday,14:30,General Support,Charlie,25,23,8,6,342,60,99,93.5,56,57,15.7,3.63
2026-01-29,Thursday,14:30,Technical Support,Bravo,30,28,10,9,351,51,88.9,91.8,66,42,10.7,3.97
2026-01-29,Thursday,14:30,Billing,Alpha,25,26,9,8,325,36,92.9,90.5,57,55,15.0,3.68
2026-01-29,Thursday,14:30,Sales,Charlie,30,30,10,8,373,50,99,92.2,52,62,17.3,3.52
2026-01-29,Thursday,14:30,VIP,Alpha,24,24,8,6,326,44,99,97.1,57,55,15.0,3.68
2026-01-29,Thursday,14:30,Complaints,Delta,23,24,8,8,306,55,85.7,90.3,69,38,9.3,4.06
2026-01-29,Thursday,14:45,General Support,Alpha,22,22,8,8,292,44,78.6,92.4,79,23,4.3,4.39
2026-01-29,Thursday,14:45,Technical Support,Delta,26,27,9,8,300,36,96.4,88.7,56,56,15.3,3.66
2026-01-29,Thursday,14:45,Billing,Alpha,26,29,10,10,329,47,82.9,91.9,72,33,7.7,4.17
2026-01-29,Thursday,14:45,Sales,Delta,20,21,8,7,308,40,85.7,95.3,66,42,10.7,3.97
2026-01-29,Thursday,14:45,VIP,Delta,19,21,8,6,345,38,99,91.5,59,52,14.0,3.74
2026-01-29,Thursday,14:45,Complaints,Delta,21,23,8,8,287,50,82.1,90.0,74,31,7.0,4.21
2026-01-29,Thursday,15:00,General Support,Delta,25,24,8,7,358,37,98.0,92.5,56,56,15.3,3.66
2026-01-29,Thursday,15:00,Technical Support,Charlie,26,27,9,7,351,61,99,89.7,55,58,16.0,3.61
2026-01-29,Thursday,15:00,Billing,Charlie,22,21,8,7,315,53,85.7,91.6,70,36,8.7,4.1
2026-01-29,Thursday,15:00,Sales,Bravo,29,28,10,8,348,48,99,91.1,58,53,14.3,3.72
2026-01-29,Thursday,15:00,VIP,Charlie,27,29,10,8,360,56,99,91.1,54,60,16.7,3.57
2026-01-29,Thursday,15:00,Complaints,Delta,26,23,8,6,318,49,99,92.8,53,61,17.0,3.54
2026-01-29,Thursday,15:15,General Support,Alpha,28,28,10,9,271,48,88.9,91.0,67,41,10.3,3.99
2026-01-29,Thursday,15:15,Technical Support,Alpha,30,26,9,7,330,49,99,88.8,53,61,17.0,3.54
2026-01-29,Thursday,15:15,Billing,Alpha,17,21,8,7,301,47,85.7,93.2,67,41,10.3,3.99
2026-01-29,Thursday,15:15,Sales,Bravo,34,31,10,10,350,47,88.6,91.0,63,47,12.3,3.86
2026-01-29,Thursday,15:15,VIP,Delta,22,24,8,6,310,44,99,88.2,51,63,17.7,3.5
2026-01-29,Thursday,15:15,Complaints,Alpha,20,20,7,5,311,46,99,96.7,55,58,16.0,3.61
2026-01-29,Thursday,15:30,General Support,Charlie,29,27,9,8,249,32,96.4,91.2,58,54,14.7,3.7
2026-01-29,Thursday,15:30,Technical Support,Alpha,24,26,9,7,329,45,99,94.6,58,54,14.7,3.7
2026-01-29,Thursday,15:30,Billing,Alpha,21,19,7,5,349,42,99,89.3,54,59,16.3,3.59
2026-01-29,Thursday,15:30,Sales,Bravo,25,26,9,8,330,51,92.9,95.0,58,54,14.7,3.7
2026-01-29,Thursday,15:30,VIP,Delta,17,24,8,6,274,48,99,95.8,56,56,15.3,3.66
2026-01-29,Thursday,15:30,Complaints,Bravo,27,27,9,7,328,42,99,88.4,58,53,14.3,3.72
2026-01-29,Thursday,15:45,General Support,Bravo,18,17,6,5,311,38,97.1,93.3,56,56,15.3,3.66
2026-01-29,Thursday,15:45,Technical Support,Alpha,25,24,8,7,303,49,98.0,96.7,54,60,16.7,3.57
2026-01-29,Thursday,15:45,Billing,Alpha,25,25,9,7,320,43,99,94.5,52,62,17.3,3.52
2026-01-29,Thursday,15:45,Sales,Delta,28,27,9,9,330,46,85.7,94.8,70,37,9.0,4.08
2026-01-29,Thursday,15:45,VIP,Delta,28,26,9,9,254,40,82.5,96.7,70,37,9.0,4.08
2026-01-29,Thursday,15:45,Complaints,Bravo,26,26,9,8,395,47,92.9,94.6,64,45,11.7,3.9
2026-01-29,Thursday,16:00,General Support,Bravo,22,22,8,8,335,34,78.6,98.0,75,30,6.7,4.23
2026-01-29,Thursday,16:00,Technical Support,Charlie,28,26,9,8,359,47,92.9,100,61,50,13.3,3.79
2026-01-29,Thursday,16:00,Billing,Delta,29,27,9,8,331,32,96.4,97.3,56,57,15.7,3.63
2026-01-29,Thursday,16:00,Sales,Alpha,24,23,8,7,378,53,93.9,88.5,63,47,12.3,3.86
2026-01-29,Thursday,16:00,VIP,Bravo,24,22,8,6,338,33,99,88.9,55,58,16.0,3.61
2026-01-29,Thursday,16:00,Complaints,Delta,28,28,10,8,314,65,99,94.9,54,60,16.7,3.57
2026-01-29,Thursday,16:15,General Support,Delta,24,23,8,6,343,45,99,98.9,52,62,17.3,3.52
2026-01-29,Thursday,16:15,Technical Support,Alpha,26,27,9,9,354,50,85.7,88.2,70,37,9.0,4.08
2026-01-29,Thursday,16:15,Billing,Charlie,30,26,9,9,374,41,82.5,95.2,69,38,9.3,4.06
2026-01-29,Thursday,16:15,Sales,Alpha,25,25,9,7,344,44,99,94.9,52,62,17.3,3.52
2026-01-29,Thursday,16:15,VIP,Bravo,17,15,6,5,354,45,85.7,90.0,68,39,9.7,4.03
2026-01-29,Thursday,16:15,Complaints,Alpha,22,21,8,8,319,52,75.0,97.1,81,21,3.7,4.43
2026-01-29,Thursday,16:30,General Support,Alpha,24,23,8,8,311,50,82.1,98.0,73,32,7.3,4.19
2026-01-29,Thursday,16:30,Technical Support,Alpha,23,21,8,8,346,45,75.0,94.2,79,23,4.3,4.39
2026-01-29,Thursday,16:30,Billing,Alpha,24,28,10,8,354,47,99,94.0,51,64,18.0,3.48
2026-01-29,Thursday,16:30,Sales,Bravo,21,20,7,6,383,50,95.2,93.0,56,56,15.3,3.66
2026-01-29,Thursday,16:30,VIP,Charlie,26,26,9,9,315,56,82.5,93.5,75,29,6.3,4.26
2026-01-29,Thursday,16:30,Complaints,Delta,26,27,9,9,358,61,85.7,92.6,70,37,9.0,4.08
2026-01-29,Thursday,16:45,General Support,Alpha,26,27,9,9,299,36,85.7,94.3,67,41,10.3,3.99
2026-01-29,Thursday,16:45,Technical Support,Bravo,27,26,9,9,367,50,82.5,93.2,72,34,8.0,4.14
2026-01-29,Thursday,16:45,Billing,Charlie,28,25,9,9,388,40,79.4,94.8,75,29,6.3,4.26
2026-01-29,Thursday,16:45,Sales,Bravo,17,19,7,5,334,29,99,91.0,60,51,13.7,3.77
2026-01-29,Thursday,16:45,VIP,Alpha,26,24,8,8,322,41,85.7,94.5,71,35,8.3,4.12
2026-01-29,Thursday,16:45,Complaints,Bravo,26,24,8,8,332,53,85.7,98.0,66,42,10.7,3.97
2026-01-29,Thursday,17:00,General Support,Charlie,4,7,4,2,321,49,99,94.6,61,50,13.3,3.79
2026-01-29,Thursday,17:00,Technical Support,Bravo,6,7,4,2,313,46,99,90.3,54,60,16.7,3.57
2026-01-29,Thursday,17:00,Billing,Delta,12,7,4,4,334,47,50.0,93.0,94,2,0,4.86
2026-01-29,Thursday,17:00,Sales,Alpha,3,7,4,2,337,52,99,90.4,56,57,15.7,3.63
2026-01-29,Thursday,17:00,VIP,Bravo,6,8,4,4,293,45,57.1,95.4,94,2,0,4.86
2026-01-29,Thursday,17:00,Complaints,Alpha,8,8,4,4,260,35,57.1,93.1,94,2,0,4.86
2026-01-29,Thursday,17:15,General Support,Delta,3,3,3,2,391,54,42.9,97.0,94,2,0,4.86
2026-01-29,Thursday,17:15,Technical Support,Bravo,9,8,4,4,381,41,57.1,88.3,94,2,0,4.86
2026-01-29,Thursday,17:15,Billing,Charlie,7,9,4,2,373,51,99,93.6,49,66,18.7,3.43
2026-01-29,Thursday,17:15,Sales,Bravo,4,5,3,2,313,41,71.4,91.9,85,15,1.7,4.57
2026-01-29,Thursday,17:15,VIP,Charlie,2,5,3,2,357,36,71.4,92.5,81,21,3.7,4.43
2026-01-29,Thursday,17:15,Complaints,Charlie,3,4,3,3,340,47,38.1,93.1,94,2,0,4.86
2026-01-29,Thursday,17:30,General Support,Bravo,3,5,3,2,335,46,71.4,91.1,80,22,4.0,4.41
2026-01-29,Thursday,17:30,Technical Support,Alpha,9,9,4,2,346,33,99,91.9,51,64,18.0,3.48
2026-01-29,Thursday,17:30,Billing,Bravo,6,10,4,4,328,30,71.4,86.7,84,17,2.3,4.52
2026-01-29,Thursday,17:30,Sales,Bravo,4,7,4,4,344,43,50.0,98.6,94,2,0,4.86
2026-01-29,Thursday,17:30,VIP,Delta,5,5,3,3,326,45,47.6,92.3,94,2,0,4.86
2026-01-29,Thursday,17:30,Complaints,Alpha,8,8,4,3,355,45,76.2,92.6,78,25,5.0,4.34
2026-01-29,Thursday,17:45,General Support,Alpha,5,7,4,4,307,40,50.0,92.7,94,2,0,4.86
2026-01-29,Thursday,17:45,Technical Support,Alpha,5,5,3,2,371,58,71.4,97.2,84,16,2.0,4.54
2026-01-29,Thursday,17:45,Billing,Charlie,6,9,4,3,297,39,85.7,90.7,68,40,10.0,4.01
2026-01-29,Thursday,17:45,Sales,Bravo,6,7,4,4,356,44,50.0,92.8,94,2,0,4.86
2026-01-29,Thursday,17:45,VIP,Delta,2,7,4,3,327,35,66.7,95.2,90,8,0,4.72
2026-01-29,Thursday,17:45,Complaints,Alpha,11,9,4,2,342,51,99,89.2,54,60,16.7,3.57
2026-01-29,Thursday,18:00,General Support,Charlie,18,20,7,7,332,37,81.6,91.3,70,36,8.7,4.1
2026-01-29,Thursday,18:00,Technical Support,Bravo,22,21,8,7,341,43,85.7,98.2,69,38,9.3,4.06
2026-01-29,Thursday,18:00,Billing,Bravo,15,16,6,6,356,46,76.2,96.3,84,17,2.3,4.52
2026-01-29,Thursday,18:00,Sales,Alpha,17,15,6,6,361,53,71.4,92.7,81,21,3.7,4.43
2026-01-29,Thursday,18:00,VIP,Charlie,20,14,6,5,316,60,80.0,93.7,74,31,7.0,4.21
2026-01-29,Thursday,18:00,Complaints,Alpha,21,20,7,5,352,55,99,97.3,53,61,17.0,3.54
2026-01-29,Thursday,18:15,General Support,Delta,18,18,7,5,315,34,99,91.2,58,53,14.3,3.72
2026-01-29,Thursday,18:15,Technical Support,Delta,22,19,7,6,316,47,90.5,93.4,66,42,10.7,3.97
2026-01-29,Thursday,18:15,Billing,Alpha,18,16,6,6,304,47,76.2,93.2,82,19,3.0,4.48
2026-01-29,Thursday,18:15,Sales,Bravo,13,13,5,4,370,44,92.9,93.3,60,51,13.7,3.77
2026-01-29,Thursday,18:15,VIP,Charlie,13,15,6,4,336,35,99,94.3,62,48,12.7,3.83
2026-01-29,Thursday,18:15,Complaints,Delta,16,16,6,6,315,34,76.2,92.9,80,22,4.0,4.41
2026-01-29,Thursday,18:30,General Support,Bravo,21,19,7,7,351,44,77.6,89.9,79,23,4.3,4.39
2026-01-29,Thursday,18:30,Technical Support,Delta,18,20,7,7,369,37,81.6,91.0,77,27,5.7,4.3
2026-01-29,Thursday,18:30,Billing,Bravo,14,15,6,6,329,43,71.4,91.4,86,14,1.3,4.59
2026-01-29,Thursday,18:30,Sales,Delta,12,14,6,4,373,42,99,93.7,51,64,18.0,3.48
2026-01-29,Thursday,18:30,VIP,Alpha,14,13,5,5,399,41,74.3,94.1,83,18,2.7,4.5
2026-01-29,Thursday,18:30,Complaints,Charlie,16,18,7,6,356,37,85.7,92.7,76,28,6.0,4.28
2026-01-29,Thursday,18:45,General Support,Charlie,25,24,8,8,341,51,85.7,92.1,66,42,10.7,3.97
2026-01-29,Thursday,18:45,Technical Support,Alpha,13,14,6,5,301,51,80.0,92.3,76,28,6.0,4.28
2026-01-29,Thursday,18:45,Billing,Charlie,16,18,7,5,344,39,99,89.8,61,50,13.3,3.79
2026-01-29,Thursday,18:45,Sales,Bravo,22,19,7,5,357,37,99,94.6,60,51,13.7,3.77
2026-01-29,Thursday,18:45,VIP,Alpha,22,22,8,6,315,52,99,97.2,54,60,16.7,3.57
2026-01-29,Thursday,18:45,Complaints,Alpha,10,13,5,5,339,38,74.3,89.7,85,15,1.7,4.57
2026-01-29,Thursday,19:00,General Support,Delta,17,17,6,6,358,51,81.0,92.1,75,30,6.7,4.23
2026-01-29,Thursday,19:00,Technical Support,Delta,18,19,7,6,292,50,90.5,94.6,65,44,11.3,3.92
2026-01-29,Thursday,19:00,Billing,Alpha,8,12,5,4,356,45,85.7,91.7,70,36,8.7,4.1
2026-01-29,Thursday,19:00,Sales,Alpha,16,17,6,6,316,37,81.0,93.8,73,32,7.3,4.19
2026-01-29,Thursday,19:00,VIP,Delta,19,20,7,5,322,49,99,87.7,51,64,18.0,3.48
2026-01-29,Thursday,19:00,Complaints,Delta,16,16,6,5,342,44,91.4,94.2,63,47,12.3,3.86
2026-01-29,Thursday,19:15,General Support,Bravo,23,19,7,7,309,38,77.6,92.5,76,28,6.0,4.28
2026-01-29,Thursday,19:15,Technical Support,Bravo,16,21,8,6,364,41,99,94.2,59,52,14.0,3.74
2026-01-29,Thursday,19:15,Billing,Bravo,13,15,6,4,329,46,99,95.8,60,51,13.7,3.77
2026-01-29,Thursday,19:15,Sales,Alpha,26,24,8,8,353,42,85.7,87.5,67,41,10.3,3.99
2026-01-29,Thursday,19:15,VIP,Delta,18,19,7,7,334,33,77.6,95.0,72,33,7.7,4.17
2026-01-29,Thursday,19:15,Complaints,Delta,17,17,6,5,349,34,97.1,95.6,58,54,14.7,3.7
2026-01-29,Thursday,19:30,General Support,Alpha,10,15,6,6,339,45,71.4,94.8,87,12,0.7,4.63
2026-01-29,Thursday,19:30,Technical Support,Charlie,14,19,7,5,328,44,99,92.6,53,61,17.0,3.54
2026-01-29,Thursday,19:30,Billing,Alpha,14,15,6,6,347,55,71.4,93.2,91,7,0,4.74
2026-01-29,Thursday,19:30,Sales,Charlie,16,18,7,6,320,37,85.7,90.6,65,43,11.0,3.94
2026-01-29,Thursday,19:30,VIP,Delta,24,23,8,7,379,41,93.9,92.2,58,54,14.7,3.7
2026-01-29,Thursday,19:30,Complaints,Delta,18,20,7,7,355,46,81.6,96.2,76,28,6.0,4.28
2026-01-29,Thursday,19:45,General Support,Bravo,20,20,7,5,297,34,99,92.2,52,62,17.3,3.52
2026-01-29,Thursday,19:45,Technical Support,Bravo,16,17,6,6,341,40,81.0,96.6,74,31,7.0,4.21
2026-01-29,Thursday,19:45,Billing,Charlie,17,16,6,5,302,49,91.4,93.9,58,53,14.3,3.72
2026-01-29,Thursday,19:45,Sales,Bravo,19,16,6,6,302,41,76.2,89.3,72,33,7.7,4.17
2026-01-29,Thursday,19:45,VIP,Bravo,11,15,6,4,333,31,99,95.5,59,52,14.0,3.74
2026-01-29,Thursday,19:45,Complaints,Charlie,16,17,6,5,385,40,97.1,88.7,59,52,14.0,3.74
2026-01-29,Thursday,20:00,General Support,Bravo,13,13,5,3,335,50,99,89.3,56,57,15.7,3.63
2026-01-29,Thursday,20:00,Technical Support,Charlie,22,22,8,6,340,35,99,92.5,52,62,17.3,3.52
2026-01-29,Thursday,20:00,Billing,Charlie,16,16,6,6,315,39,76.2,93.7,81,21,3.7,4.43
2026-01-29,Thursday,20:00,Sales,Alpha,11,12,5,4,351,59,85.7,98.8,70,36,8.7,4.1
2026-01-29,Thursday,20:00,VIP,Bravo,13,15,6,6,329,39,71.4,92.6,82,19,3.0,4.48
2026-01-29,Thursday,20:00,Complaints,Delta,12,14,6,4,358,54,99,92.5,57,55,15.0,3.68
2026-01-29,Thursday,20:15,General Support,Alpha,15,16,6,6,308,42,76.2,94.2,81,21,3.7,4.43
2026-01-29,Thursday,20:15,Technical Support,Alpha,20,23,8,6,319,38,99,97.1,58,53,14.3,3.72
2026-01-29,Thursday,20:15,Billing,Charlie,24,23,8,7,349,33,93.9,89.8,60,51,13.7,3.77
2026-01-29,Thursday,20:15,Sales,Bravo,22,20,7,5,366,34,99,93.6,53,61,17.0,3.54
2026-01-29,Thursday,20:15,VIP,Bravo,15,17,6,5,357,52,97.1,90.1,56,56,15.3,3.66
2026-01-29,Thursday,20:15,Complaints,Bravo,15,16,6,5,353,49,91.4,90.1,63,47,12.3,3.86
2026-01-29,Thursday,20:30,General Support,Charlie,5,13,5,3,344,26,99,93.5,51,63,17.7,3.5
2026-01-29,Thursday,20:30,Technical Support,Delta,18,21,8,6,343,48,99,97.5,51,64,18.0,3.48
2026-01-29,Thursday,20:30,Billing,Alpha,17,20,7,6,335,52,95.2,95.9,62,48,12.7,3.83
2026-01-29,Thursday,20:30,Sales,Delta,20,22,8,7,317,33,89.8,95.4,63,46,12.0,3.88
2026-01-29,Thursday,20:30,VIP,Delta,15,17,6,6,342,53,81.0,89.5,68,39,9.7,4.03
2026-01-29,Thursday,20:30,Complaints,Bravo,23,21,8,7,327,47,85.7,90.2,73,32,7.3,4.19
2026-01-29,Thursday,20:45,General Support,Delta,16,17,6,5,362,38,97.1,94.5,54,60,16.7,3.57
2026-01-29,Thursday,20:45,Technical Support,Charlie,20,19,7,5,303,42,99,89.2,56,57,15.7,3.63
2026-01-29,Thursday,20:45,Billing,Alpha,24,22,8,6,333,41,99,96.4,57,55,15.0,3.68
2026-01-29,Thursday,20:45,Sales,Bravo,19,19,7,7,257,40,77.6,89.9,77,27,5.7,4.3
2026-01-29,Thursday,20:45,VIP,Bravo,24,24,8,6,339,47,99,96.5,56,57,15.7,3.63
